,url_link,id,content,article_id,
52,https://www.ptt.cc//bbs/HatePolitics/M.1605158033.A.11C.html,win8719,: 為何這幾年都沒啥人在討論,6,
53,https://www.ptt.cc//bbs/HatePolitics/M.1605158033.A.11C.html,madaniel,: 有天天吃屎吃到智障的共奴五毛速食店業者崩潰惹~~,7,
54,https://www.ptt.cc//bbs/HatePolitics/M.1605158033.A.11C.html,madaniel,: 4%仔想著沒人鳥的柯屁要怎麼撞空氣裝被抹黑受虐兒,8,
55,https://www.ptt.cc//bbs/HatePolitics/M.1605158033.A.11C.html,madaniel,: 果然跟狗黨一樣擅長造謠詐騙,9,
56,https://www.ptt.cc//bbs/HatePolitics/M.1605158033.A.11C.html,madaniel,: 每次看留言哭號萊豬有毒不准提萊牛就覺得政治到無恥柯悲,10,
57,https://www.ptt.cc//bbs/HatePolitics/M.1605158033.A.11C.html,win8719,: 為何扯牛的會好笑阿你們不是反瘦肉精嗎,11,
58,https://www.ptt.cc//bbs/HatePolitics/M.1605158033.A.11C.html,madaniel,: 有瘦肉精打在牛身上就會變異成強身健體的文獻膩？,12,
59,https://www.ptt.cc//bbs/HatePolitics/M.1605159515.A.045.html,win8719,: 說真得這次美豬才突然熱起來之前八年間都沒事,1,
60,https://www.ptt.cc//bbs/HatePolitics/M.1605159515.A.045.html,madaniel,": 抱歉妳沒跟著喊萊牛好吃萊豬有毒,所以綠共1450標籤戴好",2,
61,https://www.ptt.cc//bbs/HatePolitics/M.1605159515.A.045.html,madaniel,: 不跟著那票智障一起打自己臉的號碼牌拿一拿領標籤阿~,3,
62,https://www.ptt.cc//bbs/HatePolitics/M.1605159515.A.045.html,madaniel,: 共奴五毛4%支那賤畜就肛門插著共屌下去死一死啦~~,4,
63,https://www.ptt.cc//bbs/HatePolitics/M.1605160724.A.013.html,win8719,: 我比較好奇難吃為何他可以冠軍,1,
64,https://www.ptt.cc//bbs/HatePolitics/M.1605161113.A.25D.html,meredith001,: 阿北務實 連共碟都說讚,1,
65,https://www.ptt.cc//bbs/HatePolitics/M.1605161113.A.25D.html,win8719,: 所以他們到底要反啥瘦肉精食安~還是啥,2,
66,https://www.ptt.cc//bbs/HatePolitics/M.1605161113.A.25D.html,madaniel,": 是不能比阿~台灣消費量美牛佔快一半,美豬1%多~智障逆?",3,
67,https://www.ptt.cc//bbs/HatePolitics/M.1605161113.A.25D.html,madaniel,: 他們現在看來跟瘦肉精又無關了~變成農畜業~跳來跳去,4,
68,https://www.ptt.cc//bbs/HatePolitics/M.1605161113.A.25D.html,madaniel,": 每次被打爆就跳話題,跟ptt的支那賤畜果然一家親",5,
69,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 阿北務實,1,把柯文哲的說詞用成挺萊豬，不斷要求說斷章取義的網友提供逐字稿
70,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 阿自己說安全那要標記幹嘛?樓上說說看咩,2,
71,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 太安全了所以標記起來多吃點嗎?,3,
72,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,": 不然柯屁說不安全的""非斷章取義""版本拿出來看看咩~",4,
73,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 真爛~又在搞這種哭柯屁是綠共的方是在吃屎ㄅ崩潰~智障~,5,
74,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 說斷章取義的柯糞快寫逐字稿啊,6,
75,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 對阿~逐字稿寫一寫啊(敲碗),7,
76,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,win8719,: 政黑版叫柯黑板阿當然在意CF阿~不然柯黑板怎來的,8,
77,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 靠夭 都10分鐘過去了 柯糞還沒人上逐字稿只會跳針罐,9,
78,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 頭噓文斷章取義,10,
79,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,win8719,: 怎會用我才懶的鳥這人來推文還XDDDD,11,
80,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,": 不上逐字稿紙哭著不討論,馬的垃圾白共",12,
81,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 所以現在共奴五毛4%仔們要聽CF的說萊豬安全下跪道歉了嗎,13,
82,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 還是柯CF現在起也跟其他版友一起被變成綠共1450了呢?,14,
83,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 讓我們繼續看下去~共奴五毛4%支那賤畜的下賤,15,
84,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 柯憐哪 這麼久還是沒柯粉寫逐字稿 都在罐頭噓文不然,16,
85,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 就是人身攻擊,17,
86,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 所以現在共奴五毛支那賤畜哭的綠共有沒有包括柯屁了嘛，,18,
87,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 大聲說咩,19,
88,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 柯屁說萊豬安全-這點為什麼是黑柯？4%仔能決定柯屁的主,20,
89,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 張膩？哇~~~,21,
90,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,": 阿柯屁就說萊豬安全,4%仔到底要逃避到什麼時候呢?",22,
91,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 到底要下跪道歉喊萊豬棒棒吃下去4%就是愛轉彎就是賤呢?,23,
92,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 喔~那就先承認打到現在萊豬不安全是錯的下跪咩~,24,
93,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 笑到腦死的一件一件來~來豬安全還是有毒?,25,
94,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,": 阿如果還是一邊自認4% 一邊哭萊豬有毒的話,柯屁綠共?",26,
95,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 綠色棒不棒我不知道啦~4%仔很雙標很賤很清楚了XDDDDDDDD,27,
96,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 所以現在4%仔說柯屁綠圾低能兒啦?挖賽XDDDDDDDDDDD,28,
97,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 柯憐啊 怎麼40分過去了 4%柯糞還是只會人身攻擊連逐,29,
98,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,meredith001,: 字稿都沒生出來,30,
99,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 共奴五毛4%支那賤畜還在混亂到底要萊豬安全還是柯屁綠共,31,
100,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 這支那賤畜的吃屎智障下賤無恥不要臉樣真的世界奇觀沒錯,32,
101,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 阿柯屁就講他覺得足夠安全了還在哭三小???,33,
102,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 挖~共奴五毛4%賤畜哭別人三姓家奴~沒鏡子兼不要臉?XDDD,34,
103,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 現在4%仔較柯屁去三民自上班?看台北市長沒有???,35,
104,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 阿有什麼東西理論上安全的出了事別人要幫你負責?說看看?,36,
105,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 只有保險公司了吧~,37,
106,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 內文柯屁就說很安全~共奴五毛又再吃屎崩潰了?,38,
107,https://www.ptt.cc//bbs/HatePolitics/M.1605161171.A.FF9.html,madaniel,: 柯屁都說安全了萊豬妳還不吃?你綠共蟑螂1450??????,39,
108,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 沒人理我QQ,1,
109,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 沒人跟我玩~我很不懂柯CF的想法需要4%來解釋,2,
110,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 全部開放啥~管制藥品卻開放進口8年就發生了阿,3,
111,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 為何現在才是問題?,4,
112,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 爾切你標哪個不是不吃到含有萊克多巴胺嗎,5,
113,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你把他全部當有含有萊克多巴胺就好阿,6,
114,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 所以應該標啥?,7,
115,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 為何要開萊劑?8年前就沒開放阿,8,
116,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 這跟八年前做法有啥不同?還是八年間做法有啥不同,9,
117,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 他是雙鏢阿但是到了DPP開放美豬就要加碼為何了?,10,
118,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 台灣開放萊劑為何表示產地就好?,11,
119,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你現在是不要吃到萊劑阿把美豬都當萊劑不就好了,12,
120,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 這個開放萊劑有啥關係了?,13,
121,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你把美豬都當萊劑不就全部解決了,14,
122,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你美牛都不怕萊劑了你幹嗎怕美豬萊劑?,15,
123,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 所以你的問題是萊劑還是啥?,16,
124,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 美豬的萊劑就怕美牛的就不怕這是啥道理阿?,17,
125,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 廠商都沒抗議了阿~你怎知道公不公平,18,
126,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 美牛也有萊劑阿,19,
127,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 同樣問題就美牛也有萊劑~你去除他幹嗎,20,
128,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 同樣問題同樣萊劑不討輪?真得很難,21,
129,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你反的就是萊劑阿,22,
130,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 美牛就是有萊劑阿,23,
131,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 難道你說美牛沒有萊劑?,24,
132,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 那來的處理不完~你反的昰來劑同樣一種東西,25,
133,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 美牛也沒有表示來劑阿,26,
134,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 我說把所有當有萊劑的對待阿~那來不合?,27,
135,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 所以八年前有萊劑問題了你為何不吵到現在才炒?,28,
136,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 還是美牛萊劑標示產地沒問題~到美豬就有問題,29,
137,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 都說了你反的東西叫萊劑,30,
138,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 跟狂牛症是兩回事,31,
139,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 誰說反狂牛症就不能說萊劑,32,
140,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 美牛就是有萊劑你是要跳針多久,33,
141,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你先告訴我美牛有沒有萊劑嗎,34,
142,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 有你的不是問題哪裡來的阿,35,
143,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 所以開放全台萊劑合法化又跟標產地的問題在哪裡阿,36,
144,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 不對癌政跟另外牙痛不是兩個一起治嗎~,37,
145,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 不是白講阿~我不懂你的道理阿,38,
146,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 開放跟只標產地的聯結在哪裡?,39,
147,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 對阿我也支持高雄要反一起反,40,
148,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你都生病了不治療還在預防?,41,
149,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 豬牛都有瘦肉精阿為何不能說豬回牛,42,
150,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 我才笑死還是牛沒有瘦肉精,43,
151,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你現在討論得是瘦肉精好嗎笑死,44,
152,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 所以回答一下有瘦肉精為何不能一起討論的問題阿,45,
153,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 會說豬牛分開就不是討論食安阿~就是搞政治爾以,46,
154,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 顧啥左右阿~不是都在討論瘦肉精阿,47,
155,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 你顧左右言他了吧~你回答一下為何都有瘦肉精不能一起討論,48,
156,https://www.ptt.cc//bbs/HatePolitics/M.1605162054.A.FFD.html,win8719,: 笑死回答不了說顧左右言他,49,
157,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 有機不是政府標的昰產商標的吧,1,
158,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 我比較好奇你說的哪幾點哪個是政府要求的,2,
159,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 有基因這個道是,3,
160,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,madaniel,: 阿足夠安全4% 仔洗這麼久毒豬就先下跪道歉求原諒嘛~~~,4,
161,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,madaniel,: 還要繼續打萊豬不安全的話柯屁484就綠營側翼1450蟑螂啦?,5,
162,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 你可以把美豬全部當萊豬阿~這沒有損害消費者立場吧,6,
163,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 還是你要說一定要吃美豬才行~?,7,
164,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 你不想喝含糖飲料可以選別的牌子阿我沒叫你不要喝飲料阿,8,
165,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 我沒叫你別喝飲料~還是這款飲料特好喝,9,
166,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 所以還有啥有萊豬?,10,
167,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 現在開放進口的國家就只有美豬是萊豬阿,11,
168,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 對阿所以只有美豬那問題在哪裡?,12,
169,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 當然要搞我也支持拉但是美豬美牛一起搞因為都有萊劑問題,13,
170,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 但是就如我說的8年之間燒不起來只在美豬燒起來ㄏ,14,
171,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 萊牛也有4個國家可以進口阿,15,
172,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 不對阿台灣食用量最多的昰台灣豬阿~美牛還比美豬用的多阿,16,
173,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 這是比爛嗎?問題是8年間都沒問題為何到了美豬就有問題阿,17,
174,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 所以你標示產地~你就不能不選美豬吃?這跟食用量有關係?,18,
175,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 因為燒起的來點就很奇怪這問題就是美豬燒起來的阿以前?,19,
176,https://www.ptt.cc//bbs/HatePolitics/M.1605163837.A.FC2.html,win8719,: 不對如果食安問題的話~應該都吵得厲害~因為瘦肉精存在8年,20,
177,https://www.ptt.cc//bbs/HatePolitics/M.1605173590.A.F44.html,s81048112,: 現在美牛不就這樣嗎? 未檢出就當作沒有,1,
178,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 他們自己就在吃了,1,
179,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 美國是歐盟管的嗎？,2,
180,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 還有你說的屎八年前就在吃了,3,
181,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 是你跳針阿歐盟跟美國有啥關係？,4,
182,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 美國0檢出?,5,
183,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,stesome,: 好我們不提萊豬肉，這次可是進口內臟喔,6,
184,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,stesome,: 你知道內臟風險更大嗎？,7,
185,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 你是不是回答不了拿歐盟出來抗阿~但是你內文是說美國了,8,
186,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 所以台灣內臟都賣不完的情況下~美國就會賣的很好?,9,
187,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 笑死8年前就有萊劑進來了,10,
188,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 都忘了美牛?,11,
189,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 台灣牛也是0檢出阿,12,
190,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 證據就事美牛阿,13,
191,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 還是我跟你活在不同台灣?,14,
192,https://www.ptt.cc//bbs/HatePolitics/M.1604801577.A.ABB.html,win8719,: 我的意思是八年前就進來阿~這次民進黨雙標阿,15,
